City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
700,Terra Santa,BR,-2.1042,-56.4869,82.83,78,86,1.68,overcast clouds
701,Mishawaka,US,41.662,-86.1586,20.26,79,100,13.8,overcast clouds
702,Faya,SA,18.3851,42.4509,55.92,42,66,3.4,broken clouds
703,Mortka,RU,59.3322,66.0214,-14.21,100,81,2.91,broken clouds
704,Sistranda,NO,63.7256,8.834,34.9,71,100,24.02,light snow
705,Pascagoula,US,30.3658,-88.5561,55.42,30,0,15.5,clear sky
706,Ambilobe,MG,-13.2,49.05,73.27,93,78,2.1,broken clouds
707,Saint-Raymond,CA,45.467,-73.6095,9.09,54,75,9.22,broken clouds
708,Jacareacanga,BR,-6.2222,-57.7528,79.68,95,82,0.94,broken clouds
709,Sept-Iles,CA,50.2001,-66.3821,6.06,57,75,10.36,broken clouds
